SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
GRPLTD, EQ, 10-Jul-2019, 996.35, 990.00, 1025.00, 982.00, 993.00, 993.00, 992.48, 15, 0.15, 13, 2, 13.33
GRSE, EQ, 10-Jul-2019, 118.90, 118.70, 119.50, 116.30, 117.75, 116.95, 117.76, 75584, 89.01, 1715, 41858, 55.38
GRUH, EQ, 10-Jul-2019, 280.50, 281.95, 283.15, 276.00, 277.35, 277.35, 279.77, 299925, 839.10, 5193, 170877, 56.97
GSCLCEMENT, EQ, 10-Jul-2019, 18.90, 18.80, 19.15, 18.50, 18.95, 18.90, 18.85, 7167, 1.35, 49, 4855, 67.74
GSFC, EQ, 10-Jul-2019, 87.50, 87.50, 88.50, 86.50, 87.00, 86.85, 87.76, 453218, 397.75, 4457, 119329, 26.33
GSKCONS, EQ, 10-Jul-2019, 7653.35, 7655.15, 7697.50, 7436.05, 7460.00, 7483.25, 7560.44, 17364, 1312.79, 5320, 13547, 78.02
GSPL, EQ, 10-Jul-2019, 184.95, 183.10, 188.30, 182.35, 186.70, 187.60, 185.76, 79630, 147.92, 3373, 48890, 61.40
GSS, EQ, 10-Jul-2019, 50.25, 47.75, 50.00, 47.75, 47.80, 48.00, 48.30, 585821, 282.96, 1887, 449133, 76.67
GTL, EQ, 10-Jul-2019, 2.70, 2.70, 2.80, 2.60, 2.75, 2.75, 2.79, 64023, 1.79, 72, 60261, 94.12
GTLINFRA, EQ, 10-Jul-2019, 0.75, 0.75, 0.75, 0.70, 0.75, 0.75, 0.73, 305871, 2.22, 148, 305770, 99.97
GTNIND, EQ, 10-Jul-2019, 7.25, 7.55, 7.55, 6.95, 7.10, 7.10, 7.16, 713, 0.05, 8, 612, 85.83
GTNTEX, EQ, 10-Jul-2019, 8.20, 8.20, 8.20, 7.70, 7.75, 7.80, 7.73, 642, 0.05, 6, 642, 100.00
GTPL, EQ, 10-Jul-2019, 56.35, 58.00, 65.80, 53.05, 53.10, 53.55, 59.67, 150560, 89.85, 3094, 79649, 52.90
GUFICBIO, EQ, 10-Jul-2019, 71.75, 72.35, 72.60, 70.10, 70.60, 70.45, 71.30, 9101, 6.49, 268, 3798, 41.73
GUJALKALI, EQ, 10-Jul-2019, 498.45, 500.90, 507.00, 492.30, 501.00, 502.05, 498.52, 10796, 53.82, 1290, 5909, 54.73
GUJAPOLLO, EQ, 10-Jul-2019, 142.40, 144.05, 149.00, 136.10, 136.10, 138.05, 144.60, 2082, 3.01, 124, 1530, 73.49
GUJFLUORO, EQ, 10-Jul-2019, 908.75, 909.60, 928.00, 900.20, 928.00, 920.90, 914.30, 29046, 265.57, 1590, 17123, 58.95
GUJGASLTD, EQ, 10-Jul-2019, 164.30, 164.30, 167.70, 161.30, 167.70, 166.60, 164.79, 193893, 319.52, 3467, 140261, 72.34
GUJRAFFIA, BE, 10-Jul-2019, 11.15, 11.70, 11.70, 11.70, 11.70, 11.70, 11.70, 91, 0.01, 2, -, -
GULFOILLUB, EQ, 10-Jul-2019, 858.95, 841.80, 847.00, 837.00, 845.00, 844.60, 843.77, 8991, 75.86, 1418, 6988, 77.72
GULFPETRO, EQ, 10-Jul-2019, 48.80, 48.95, 49.95, 46.00, 47.00, 46.85, 47.15, 31645, 14.92, 400, 26668, 84.27
GULPOLY, EQ, 10-Jul-2019, 42.90, 42.10, 44.35, 40.65, 41.05, 41.70, 42.02, 10405, 4.37, 249, 7932, 76.23
GVKPIL, EQ, 10-Jul-2019, 5.80, 5.85, 5.90, 5.70, 5.75, 5.75, 5.79, 1293344, 74.91, 807, 707417, 54.70
HAL, EQ, 10-Jul-2019, 677.75, 675.05, 679.60, 665.30, 672.00, 670.90, 673.96, 4161, 28.04, 709, 2825, 67.89
HARITASEAT, EQ, 10-Jul-2019, 387.10, 388.00, 408.05, 387.25, 401.65, 403.25, 398.80, 10443, 41.65, 1355, 3075, 29.45
HARRMALAYA, EQ, 10-Jul-2019, 67.95, 67.05, 68.80, 66.30, 67.50, 66.90, 67.32, 11551, 7.78, 373, 4936, 42.73
HATHWAY, EQ, 10-Jul-2019, 21.65, 21.50, 22.35, 21.50, 21.55, 21.70, 21.84, 46576, 10.17, 393, 18838, 40.45
HATSUN, EQ, 10-Jul-2019, 707.95, 708.00, 708.00, 665.50, 702.00, 702.05, 687.90, 14429, 99.26, 853, 7157, 49.60
HAVELLS, EQ, 10-Jul-2019, 738.85, 741.80, 742.00, 720.00, 727.25, 726.55, 727.01, 1930823, 14037.25, 44601, 710262, 36.79
HBLPOWER, EQ, 10-Jul-2019, 22.75, 22.55, 23.25, 22.55, 22.65, 22.75, 22.88, 123082, 28.16, 458, 64775, 52.63
HCC, EQ, 10-Jul-2019, 11.15, 11.15, 11.30, 10.75, 10.85, 10.80, 10.93, 1105678, 120.81, 2091, 526043, 47.58
HCG, EQ, 10-Jul-2019, 138.95, 138.05, 140.10, 132.20, 133.50, 133.60, 135.21, 28915, 39.10, 776, 24037, 83.13
HCL-INSYS, EQ, 10-Jul-2019, 12.05, 12.05, 12.15, 11.75, 11.95, 11.90, 11.89, 207952, 24.73, 949, 110569, 53.17
HCLTECH, EQ, 10-Jul-2019, 1020.75, 1014.00, 1035.00, 1013.10, 1020.00, 1018.90, 1021.42, 865800, 8843.49, 48102, 297692, 34.38
HDFC, EQ, 10-Jul-2019, 2232.80, 2232.00, 2253.40, 2220.00, 2230.95, 2227.75, 2232.59, 1544391, 34479.94, 101154, 835414, 54.09
HDFCAMC, EQ, 10-Jul-2019, 1946.10, 1955.10, 1979.85, 1925.00, 1937.00, 1945.25, 1957.49, 91971, 1800.32, 8246, 40875, 44.44
HDFCBANK, EQ, 10-Jul-2019, 2379.15, 2378.75, 2398.00, 2366.25, 2391.20, 2388.75, 2385.87, 2892287, 69006.13, 166981, 1816180, 62.79
HDFCLIFE, EQ, 10-Jul-2019, 455.75, 458.00, 460.00, 454.10, 455.50, 455.75, 457.99, 790156, 3618.81, 24187, 414746, 52.49
HDFCMFGETF, EQ, 10-Jul-2019, 3092.60, 3094.55, 3120.00, 3094.50, 3110.00, 3110.05, 3110.35, 1031, 32.07, 169, 675, 65.47
HDFCNIFETF, EQ, 10-Jul-2019, 1210.36, 1208.60, 1212.68, 1203.61, 1204.00, 1204.46, 1206.70, 1334, 16.10, 63, 932, 69.87
HDFCSENETF, EQ, 10-Jul-2019, 4076.73, 4100.00, 4100.00, 4060.00, 4078.06, 4078.06, 4070.80, 87, 3.54, 16, 85, 97.70
HDIL, EQ, 10-Jul-2019, 15.55, 15.60, 15.75, 15.00, 15.05, 15.20, 15.23, 1744939, 265.83, 6371, 634565, 36.37
HEG, EQ, 10-Jul-2019, 1276.35, 1275.00, 1318.00, 1273.00, 1281.85, 1281.80, 1292.85, 232254, 3002.69, 16949, 34867, 15.01
HEIDELBERG, EQ, 10-Jul-2019, 191.55, 191.55, 193.60, 189.00, 189.75, 190.10, 190.60, 87532, 166.84, 2263, 51605, 58.96
HEOF1126RG, MF, 10-Jul-2019, 9.90, 9.90, 9.90, 9.90, 9.90, 9.90, 9.90, 8000, 0.79, 2, 8000, 100.00
HERCULES, EQ, 10-Jul-2019, 98.15, 98.10, 99.25, 96.50, 96.60, 96.95, 97.67, 2257, 2.20, 94, 1421, 62.96
HERITGFOOD, EQ, 10-Jul-2019, 401.55, 401.05, 404.00, 396.10, 399.00, 399.30, 399.46, 13369, 53.40, 464, 9880, 73.90
HEROMOTOCO, EQ, 10-Jul-2019, 2444.10, 2450.00, 2459.00, 2392.00, 2400.05, 2400.00, 2421.92, 458641, 11107.91, 49180, 183636, 40.04
HESTERBIO, EQ, 10-Jul-2019, 1763.25, 1765.30, 1775.05, 1752.00, 1752.00, 1755.55, 1759.01, 1851, 32.56, 175, 1477, 79.79
HEXATRADEX, BE, 10-Jul-2019, 15.15, 15.10, 15.15, 15.00, 15.00, 15.00, 15.07, 2210, 0.33, 10, -, -
HEXAWARE, EQ, 10-Jul-2019, 355.45, 350.20, 362.40, 350.20, 358.95, 359.20, 358.31, 1275575, 4570.50, 26331, 218352, 17.12
HFCL, EQ, 10-Jul-2019, 19.85, 20.00, 20.40, 19.75, 20.10, 20.15, 20.02, 1584079, 317.14, 3239, 966519, 61.01
HGINFRA, EQ, 10-Jul-2019, 261.55, 261.55, 264.95, 255.80, 255.80, 258.65, 260.29, 12423, 32.34, 745, 5700, 45.88
HGS, EQ, 10-Jul-2019, 635.15, 626.15, 639.95, 626.15, 635.00, 631.35, 634.42, 5674, 36.00, 976, 1915, 33.75
HHOF1140RG, MF, 10-Jul-2019, 8.82, 8.82, 8.86, 8.82, 8.82, 8.82, 8.84, 9000, 0.80, 16, 9000, 100.00
HIGHGROUND, EQ, 10-Jul-2019, 2.30, 2.20, 2.20, 2.20, 2.20, 2.20, 2.20, 34943, 0.77, 35, 34943, 100.00
HIKAL, EQ, 10-Jul-2019, 164.80, 164.80, 167.00, 163.50, 163.50, 164.30, 165.15, 38486, 63.56, 1241, 16453, 42.75
HIL, EQ, 10-Jul-2019, 1569.85, 1580.00, 1580.10, 1532.00, 1549.40, 1542.55, 1556.63, 3608, 56.16, 672, 2426, 67.24
HILTON, EQ, 10-Jul-2019, 12.25, 12.60, 12.60, 11.75, 11.75, 11.75, 11.80, 3442, 0.41, 22, 3202, 93.03
HIMATSEIDE, EQ, 10-Jul-2019, 152.65, 152.65, 154.20, 149.05, 149.70, 150.00, 151.54, 42861, 64.95, 1309, 27949, 65.21
HINDALCO, EQ, 10-Jul-2019, 197.90, 196.00, 197.40, 192.50, 193.45, 193.65, 194.59, 5239125, 10195.04, 44135, 1593365, 30.41
HINDCOMPOS, EQ, 10-Jul-2019, 189.65, 190.00, 193.95, 185.30, 187.50, 191.15, 190.39, 297, 0.57, 50, 191, 64.31
HINDCOPPER, EQ, 10-Jul-2019, 38.35, 38.40, 38.40, 37.70, 37.80, 37.80, 37.94, 264288, 100.26, 1927, 121276, 45.89
HINDMOTORS, EQ, 10-Jul-2019, 6.50, 6.45, 6.60, 6.45, 6.50, 6.55, 6.48, 52254, 3.39, 186, 48374, 92.57
HINDNATGLS, EQ, 10-Jul-2019, 19.80, 18.85, 18.85, 18.85, 18.85, 18.85, 18.85, 1210, 0.23, 27, 1210, 100.00
HINDOILEXP, EQ, 10-Jul-2019, 125.10, 125.10, 126.75, 123.40, 124.05, 124.20, 124.45, 108767, 135.36, 2358, 51945, 47.76
HINDPETRO, EQ, 10-Jul-2019, 287.90, 286.90, 292.25, 281.75, 285.90, 286.70, 287.05, 6027081, 17300.84, 66120, 3359847, 55.75
HINDUJAVEN, EQ, 10-Jul-2019, 326.80, 325.15, 336.75, 325.00, 331.20, 325.95, 327.18, 845, 2.76, 99, 706, 83.55
HINDUNILVR, EQ, 10-Jul-2019, 1740.25, 1739.00, 1754.90, 1703.10, 1707.00, 1718.60, 1733.53, 648476, 11241.52, 43424, 329315, 50.78
HINDZINC, EQ, 10-Jul-2019, 230.45, 230.95, 231.60, 222.30, 223.60, 223.10, 224.97, 1232438, 2772.58, 22282, 603522, 48.97
HIRECT, EQ, 10-Jul-2019, 124.25, 125.95, 127.50, 121.30, 122.30, 122.20, 123.08, 4305, 5.30, 53, 3482, 80.88
HISARMETAL, EQ, 10-Jul-2019, 54.00, 52.00, 55.00, 51.60, 51.60, 52.50, 52.47, 3609, 1.89, 58, 2358, 65.34
HITECH, EQ, 10-Jul-2019, 277.55, 280.05, 286.40, 271.00, 277.85, 276.60, 278.51, 927, 2.58, 43, 800, 86.30
HITECHCORP, EQ, 10-Jul-2019, 79.50, 79.00, 80.00, 77.50, 77.55, 77.65, 78.28, 762, 0.60, 21, 759, 99.61
HITECHGEAR, EQ, 10-Jul-2019, 206.95, 205.50, 211.95, 198.35, 209.80, 205.80, 201.23, 23939, 48.17, 386, 16677, 69.66
HMT, BZ, 10-Jul-2019, 15.50, 15.25, 16.10, 15.00, 15.90, 15.90, 15.69, 4096, 0.64, 39, -, -
HMVL, EQ, 10-Jul-2019, 89.90, 89.10, 89.70, 85.65, 89.70, 89.55, 87.52, 4779, 4.18, 146, 2847, 59.57
HNGSNGBEES, EQ, 10-Jul-2019, 3000.00, 3074.67, 3074.67, 2890.00, 2921.00, 2950.18, 2932.41, 323, 9.47, 69, 151, 46.75
HONAUT, EQ, 10-Jul-2019, 23548.85, 23574.00, 23869.00, 23325.55, 23326.20, 23340.65, 23444.85, 505, 118.40, 283, 325, 64.36
HONDAPOWER, EQ, 10-Jul-2019, 906.40, 906.10, 913.05, 884.05, 885.00, 888.45, 896.36, 1021, 9.15, 192, 814, 79.73
HOTELEELA, EQ, 10-Jul-2019, 8.10, 8.00, 8.15, 7.85, 8.05, 8.00, 7.99, 99648, 7.97, 310, 71553, 71.81
HOVS, EQ, 10-Jul-2019, 74.50, 73.05, 76.50, 72.45, 75.50, 75.40, 74.78, 6553, 4.90, 290, 3462, 52.83
HPL, EQ, 10-Jul-2019, 57.40, 56.80, 59.50, 56.30, 56.30, 56.70, 57.55, 18068, 10.40, 373, 11252, 62.28
HSCL, EQ, 10-Jul-2019, 99.70, 99.95, 101.10, 96.95, 98.00, 97.60, 98.49, 264383, 260.40, 3766, 161767, 61.19
HSIL, EQ, 10-Jul-2019, 244.90, 243.10, 246.35, 236.60, 237.70, 237.55, 239.96, 37158, 89.17, 1279, 25400, 68.36
HTMEDIA, EQ, 10-Jul-2019, 28.35, 29.40, 29.95, 27.40, 27.45, 27.70, 28.48, 33928, 9.66, 296, 18083, 53.30
HUBTOWN, EQ, 10-Jul-2019, 18.05, 17.90, 18.50, 17.30, 17.90, 18.10, 17.80, 35877, 6.39, 231, 24148, 67.31
HUDCO, EQ, 10-Jul-2019, 39.00, 39.20, 39.35, 38.50, 38.55, 38.65, 38.83, 546740, 212.33, 2404, 249030, 45.55
HUDCO, N2, 10-Jul-2019, 1162.00, 1162.00, 1163.50, 1150.15, 1160.00, 1160.14, 1154.28, 1805, 20.83, 13, 1603, 88.81
HUDCO, N3, 10-Jul-2019, 1079.30, 1077.90, 1078.00, 1077.90, 1078.00, 1078.00, 1077.99, 1144, 12.33, 9, 1144, 100.00
HUDCO, N4, 10-Jul-2019, 1062.00, 1060.02, 1060.02, 1060.02, 1060.02, 1060.02, 1060.02, 20, 0.21, 1, 20, 100.00
HUDCO, N5, 10-Jul-2019, 1110.00, 1110.50, 1132.00, 1110.50, 1132.00, 1131.69, 1122.12, 200, 2.24, 7, 200, 100.00
HUDCO, ND, 10-Jul-2019, 1242.70, 1230.00, 1230.00, 1227.50, 1227.50, 1227.50, 1228.28, 100, 1.23, 4, 100, 100.00
HUDCO, NE, 10-Jul-2019, 1318.79, 1310.00, 1320.00, 1310.00, 1319.99, 1319.99, 1316.82, 380, 5.00, 7, 380, 100.00
HUSYSLTD, SM, 10-Jul-2019, 30.05, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 2000, 0.60, 1, 2000, 100.00
IBMFNIFTY, EQ, 10-Jul-2019, 114.99, 115.25, 115.50, 114.00, 114.00, 114.00, 114.31, 74, 0.08, 6, 42, 56.76
IBREALEST, EQ, 10-Jul-2019, 113.00, 113.00, 114.90, 110.00, 114.50, 114.10, 112.91, 3083799, 3481.79, 24920, 944827, 30.64
IBULHSGFIN, EQ, 10-Jul-2019, 687.10, 689.00, 696.00, 653.50, 657.70, 659.60, 679.47, 9630722, 65437.70, 179449, 781247, 8.11
IBULHSGFIN, N6, 10-Jul-2019, 918.75, 910.00, 920.00, 910.00, 910.00, 916.24, 916.24, 125, 1.15, 4, 125, 100.00
IBULHSGFIN, NA, 10-Jul-2019, 931.38, 998.99, 998.99, 930.00, 930.00, 930.00, 964.50, 2, 0.02, 2, 2, 100.00
IBULISL, EQ, 10-Jul-2019, 179.10, 182.00, 182.80, 170.15, 170.30, 170.75, 172.86, 223937, 387.10, 2638, 115033, 51.37
IBVENTURES, E3, 10-Jul-2019, 177.60, 177.60, 179.90, 168.00, 169.90, 170.05, 175.23, 27049, 47.40, 135, 11866, 43.87
IBVENTURES, EQ, 10-Jul-2019, 301.15, 302.70, 308.30, 290.20, 291.30, 292.10, 298.82, 716921, 2142.31, 12474, 189520, 26.44
ICEMAKE, SM, 10-Jul-2019, 74.95, 72.00, 72.00, 72.00, 72.00, 72.00, 72.00, 2000, 1.44, 1, 2000, 100.00
ICFL, N2, 10-Jul-2019, 924.15, 921.10, 960.00, 920.00, 960.00, 959.96, 938.15, 122, 1.14, 7, 112, 91.80
ICFL, N3, 10-Jul-2019, 980.00, 980.00, 980.00, 980.00, 980.00, 980.00, 980.00, 50, 0.49, 1, 50, 100.00
ICFL, N7, 10-Jul-2019, 999.00, 975.00, 975.00, 811.00, 949.00, 949.00, 883.65, 204, 1.80, 8, 100, 49.02
ICICI500, EQ, 10-Jul-2019, 152.23, 152.16, 152.35, 151.16, 151.26, 151.18, 151.41, 413, 0.63, 26, 401, 97.09
ICICIB22, EQ, 10-Jul-2019, 37.72, 37.35, 37.97, 37.21, 37.37, 37.31, 37.48, 151000, 56.60, 2714, 98895, 65.49
ICICIBANK, EQ, 10-Jul-2019, 428.50, 430.00, 432.70, 427.20, 431.70, 430.90, 430.21, 16494282, 70959.54, 140226, 10927005, 66.25
ICICIGI, EQ, 10-Jul-2019, 1075.45, 1069.00, 1078.95, 1054.00, 1055.00, 1058.80, 1058.21, 329278, 3484.45, 40047, 254487, 77.29
ICICIGOLD, EQ, 10-Jul-2019, 30.65, 30.05, 31.95, 30.05, 30.75, 30.65, 30.72, 7536, 2.31, 152, 6752, 89.60
ICICILIQ, EQ, 10-Jul-2019, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 20969, 209.69, 35, 15366, 73.28
ICICILOVOL, EQ, 10-Jul-2019, 87.37, 87.97, 87.97, 87.37, 87.37, 87.49, 87.51, 891, 0.78, 25, 891, 100.00
ICICIMCAP, EQ, 10-Jul-2019, 64.55, 64.93, 64.99, 64.49, 64.49, 64.51, 64.69, 50519, 32.68, 76, 50301, 99.57
ICICINF100, EQ, 10-Jul-2019, 124.30, 124.63, 124.63, 123.60, 123.70, 123.70, 123.86, 3030, 3.75, 29, 2995, 98.84
ICICINIFTY, EQ, 10-Jul-2019, 121.36, 122.08, 122.08, 120.40, 120.52, 120.50, 120.86, 70660, 85.40, 4581, 47169, 66.75
ICICINV20, EQ, 10-Jul-2019, 54.64, 55.70, 55.70, 54.10, 54.33, 54.21, 54.43, 10273, 5.59, 86, 10083, 98.15
ICICINXT50, EQ, 10-Jul-2019, 27.22, 27.30, 27.50, 26.83, 26.98, 26.95, 26.99, 67139, 18.12, 254, 67010, 99.81
ICICIPRULI, EQ, 10-Jul-2019, 381.35, 378.20, 380.00, 368.50, 374.00, 372.90, 373.60, 1139796, 4258.29, 18402, 476666, 41.82
ICICISENSX, EQ, 10-Jul-2019, 410.73, 415.00, 416.00, 409.49, 409.69, 409.69, 410.16, 1120, 4.59, 44, 1117, 99.73
ICIL, EQ, 10-Jul-2019, 31.15, 31.40, 31.70, 30.50, 31.05, 31.25, 31.04, 82853, 25.72, 456, 61831, 74.63
ICRA, EQ, 10-Jul-2019, 3201.65, 3153.05, 3217.00, 3126.05, 3179.00, 3168.45, 3194.39, 379, 12.11, 248, 8, 2.11
ICSA, BE, 10-Jul-2019, 0.35, 0.40, 0.40, 0.40, 0.40, 0.40, 0.40, 2577, 0.01, 11, -, -
IDBI, EQ, 10-Jul-2019, 34.75, 34.90, 35.30, 34.15, 34.30, 34.45, 34.55, 4008700, 1385.08, 7955, 597388, 14.90
IDBIGOLD, EQ, 10-Jul-2019, 3110.20, 3125.00, 3190.00, 3125.00, 3180.00, 3179.90, 3159.71, 3625, 114.54, 134, 2464, 67.97
IDEA, EQ, 10-Jul-2019, 11.35, 11.35, 11.50, 11.20, 11.25, 11.25, 11.31, 33210775, 3755.43, 15143, 7541859, 22.71
IDFC, EQ, 10-Jul-2019, 35.85, 35.85, 36.15, 35.70, 35.80, 35.85, 35.89, 910224, 326.64, 2320, 411583, 45.22
IDFCFIRSTB, EQ, 10-Jul-2019, 42.95, 42.85, 43.50, 42.30, 42.75, 42.65, 42.86, 9916305, 4249.85, 17248, 3686717, 37.18
IDFCFIRSTB, N1, 10-Jul-2019, 5040.00, 5015.01, 5040.00, 5015.01, 5040.00, 5040.00, 5028.50, 10, 0.50, 3, 7, 70.00
IDFCFIRSTB, N2, 10-Jul-2019, 9335.00, 9330.01, 9330.05, 9330.01, 9330.05, 9330.05, 9330.02, 12, 1.12, 3, 12, 100.00
IDFCFIRSTB, N4, 10-Jul-2019, 8975.00, 8978.00, 8978.00, 8835.01, 8900.00, 8900.00, 8952.50, 26, 2.33, 4, 23, 88.46
IDFCFIRSTB, N5, 10-Jul-2019, 4852.00, 4855.01, 4866.00, 4855.01, 4866.00, 4866.00, 4860.51, 8, 0.39, 2, 4, 50.00
IDFCFIRSTB, N6, 10-Jul-2019, 9025.11, 9015.06, 9068.00, 9015.06, 9050.00, 9050.00, 9048.77, 78, 7.06, 5, 74, 94.87
IDFCFIRSTB, N7, 10-Jul-2019, 4870.00, 4850.00, 4850.00, 4752.00, 4752.00, 4801.00, 4801.00, 4, 0.19, 2, 4, 100.00
IDFCFIRSTB, N9, 10-Jul-2019, 5000.00, 4975.01, 5000.00, 4975.00, 4980.00, 4980.00, 4984.00, 15, 0.75, 6, 10, 66.67
IDFCFIRSTB, NB, 10-Jul-2019, 4890.00, 4825.02, 4920.00, 4825.02, 4903.00, 4903.00, 4882.67, 12, 0.59, 6, 8, 66.67
IDFCFIRSTB, NC, 10-Jul-2019, 8740.00, 8748.00, 8750.00, 8725.53, 8725.96, 8725.96, 8740.05, 44, 3.85, 6, 44, 100.00
IDFNIFTYET, EQ, 10-Jul-2019, 119.00, 119.35, 119.38, 118.00, 118.52, 118.52, 118.42, 96, 0.11, 7, 52, 54.17
IEX, EQ, 10-Jul-2019, 139.45, 138.50, 143.10, 138.10, 143.10, 142.50, 142.32, 131914, 187.74, 2074, 113943, 86.38
IFBAGRO, EQ, 10-Jul-2019, 367.45, 365.00, 380.00, 361.10, 375.00, 372.65, 372.65, 1735, 6.47, 201, 1036, 59.71
IFBIND, EQ, 10-Jul-2019, 736.00, 735.00, 739.95, 720.25, 730.00, 731.45, 727.80, 3611, 26.28, 497, 2014, 55.77
IFCI, EQ, 10-Jul-2019, 8.70, 8.70, 8.80, 8.50, 8.60, 8.50, 8.64, 1271085, 109.77, 1521, 578199, 45.49
IFCI, NF, 10-Jul-2019, 1029.00, 1035.00, 1035.00, 1028.00, 1028.00, 1028.00, 1031.50, 2, 0.02, 2, 1, 50.00
IFCI, NH, 10-Jul-2019, 1006.00, 1005.00, 1005.00, 1004.10, 1004.15, 1004.15, 1004.57, 100, 1.00, 3, 100, 100.00
IFCI, NK, 10-Jul-2019, 1480.00, 1450.00, 1450.00, 1450.00, 1450.00, 1450.00, 1450.00, 95, 1.38, 1, 95, 100.00
IFCI, NL, 10-Jul-2019, 964.03, 965.00, 965.00, 965.00, 965.00, 965.00, 965.00, 1, 0.01, 1, 1, 100.00
IFGLEXPOR, EQ, 10-Jul-2019, 187.95, 183.05, 189.80, 181.95, 182.00, 182.35, 183.19, 881, 1.61, 67, 625, 70.94
IGARASHI, EQ, 10-Jul-2019, 225.40, 225.50, 225.50, 214.15, 214.15, 214.15, 217.57, 16879, 36.72, 546, 11935, 70.71
IGL, EQ, 10-Jul-2019, 303.90, 303.90, 312.00, 302.50, 304.30, 304.30, 307.38, 2021777, 6214.61, 42655, 670707, 33.17
IGPL, EQ, 10-Jul-2019, 239.55, 238.00, 244.90, 236.75, 239.90, 239.00, 240.21, 9446, 22.69, 270, 5704, 60.39
IIFL, EQ, 10-Jul-2019, 145.20, 145.20, 148.15, 144.30, 145.30, 145.70, 146.64, 25668, 37.64, 1130, 12724, 49.57
IIFLFIN, ND, 10-Jul-2019, 950.00, 950.01, 950.01, 925.15, 925.15, 925.15, 933.12, 200, 1.87, 6, 200, 100.00
IIFLFIN, NF, 10-Jul-2019, 950.20, 974.99, 974.99, 920.11, 959.00, 950.03, 941.30, 893, 8.41, 43, 602, 67.41
IIFLFIN, NG, 10-Jul-2019, 940.00, 969.88, 969.88, 969.88, 969.88, 969.88, 969.88, 1, 0.01, 1, 1, 100.00
IIFLFIN, NI, 10-Jul-2019, 950.00, 902.50, 902.50, 816.60, 900.00, 900.00, 867.61, 101, 0.88, 6, 100, 99.01
IIHFL, N2, 10-Jul-2019, 1000.00, 1000.25, 1000.25, 1000.00, 1000.00, 1000.00, 1000.07, 350, 3.50, 8, 350, 100.00
IIHFL, N3, 10-Jul-2019, 1810.20, 1810.00, 1810.00, 1810.00, 1810.00, 1810.00, 1810.00, 7, 0.13, 1, 7, 100.00
IITL, EQ, 10-Jul-2019, 79.00, 80.00, 80.00, 76.10, 76.10, 76.10, 79.01, 800, 0.63, 7, 400, 50.00
IL&FSENGG, BZ, 10-Jul-2019, 5.75, 5.75, 6.00, 5.55, 5.70, 5.65, 5.66, 5844, 0.33, 23, -, -
IL&FSTRANS, BZ, 10-Jul-2019, 2.85, 2.80, 2.90, 2.80, 2.85, 2.80, 2.83, 22389, 0.63, 53, -, -
IMFA, EQ, 10-Jul-2019, 187.25, 186.00, 189.45, 186.00, 188.25, 188.55, 187.70, 4088, 7.67, 293, 2653, 64.90
IMPAL, EQ, 10-Jul-2019, 837.05, 835.00, 854.00, 835.00, 835.00, 835.05, 836.27, 1692, 14.15, 93, 1113, 65.78
IMPEXFERRO, BE, 10-Jul-2019, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 4000, 0.02, 1, -, -
INDBANK, EQ, 10-Jul-2019, 7.75, 7.95, 7.95, 7.55, 7.60, 7.70, 7.68, 17838, 1.37, 121, 14363, 80.52
INDHOTEL, EQ, 10-Jul-2019, 147.75, 148.60, 149.90, 147.30, 148.70, 148.30, 149.08, 545512, 813.25, 11179, 432597, 79.30
INDIACEM, EQ, 10-Jul-2019, 95.85, 95.90, 97.50, 93.60, 94.55, 94.20, 95.50, 2532690, 2418.73, 19634, 753449, 29.75
INDIAGLYCO, EQ, 10-Jul-2019, 228.10, 226.75, 228.70, 226.10, 227.00, 228.00, 227.67, 14473, 32.95, 466, 9847, 68.04
INDIAMART, EQ, 10-Jul-2019, 1327.60, 1329.80, 1337.10, 1321.60, 1326.75, 1325.25, 1327.90, 63036, 837.05, 2964, 19156, 30.39
INDIANB, EQ, 10-Jul-2019, 242.70, 243.10, 246.20, 238.50, 244.95, 243.60, 242.31, 521978, 1264.80, 7738, 87397, 16.74
INDIANCARD, EQ, 10-Jul-2019, 96.30, 100.65, 100.65, 97.00, 99.95, 99.55, 98.31, 148, 0.15, 10, 93, 62.84
INDIANHUME, EQ, 10-Jul-2019, 307.95, 308.55, 316.05, 299.65, 301.50, 300.50, 307.08, 27172, 83.44, 1075, 15995, 58.87
INDIGO, EQ, 10-Jul-2019, 1566.30, 1409.70, 1417.00, 1264.85, 1392.00, 1398.05, 1376.54, 12143430, 167159.60, 355183, 2782320, 22.91
INDIGRID, IV, 10-Jul-2019, 89.79, 89.99, 90.00, 89.90, 89.90, 89.90, 89.96, 45927, 41.32, 9, 45927, 100.00
INDLMETER, EQ, 10-Jul-2019, 24.55, 25.90, 26.50, 24.25, 24.25, 24.35, 25.10, 7910, 1.99, 49, 6039, 76.35
INDNIPPON, EQ, 10-Jul-2019, 406.40, 411.30, 411.95, 390.00, 395.40, 397.55, 400.29, 3616, 14.47, 346, 1676, 46.35
