SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
LIQUIDETF, EQ, 10-Jul-2019, 1000.00, 999.99, 1000.00, 999.99, 1000.00, 1000.00, 1000.00, 3394, 33.94, 80, 3385, 99.73
LOKESHMACH, EQ, 10-Jul-2019, 45.20, 45.80, 46.40, 42.40, 43.90, 43.90, 44.33, 21598, 9.58, 305, 14342, 66.40
LOTUSEYE, EQ, 10-Jul-2019, 19.80, 19.65, 20.40, 18.50, 19.50, 19.50, 19.55, 5061, 0.99, 53, 1092, 21.58
LOVABLE, EQ, 10-Jul-2019, 71.10, 71.70, 72.45, 70.00, 70.25, 70.45, 71.02, 9292, 6.60, 218, 5900, 63.50
LPDC, EQ, 10-Jul-2019, 2.50, 2.60, 2.60, 2.40, 2.45, 2.45, 2.54, 860, 0.02, 13, 710, 82.56
LSIL, EQ, 10-Jul-2019, 0.55, 0.55, 0.55, 0.50, 0.50, 0.55, 0.54, 551733, 2.96, 117, 492656, 89.29
LT, EQ, 10-Jul-2019, 1526.60, 1523.80, 1529.60, 1482.70, 1498.80, 1499.55, 1504.48, 2823544, 42479.73, 125027, 1267849, 44.90
LTI, EQ, 10-Jul-2019, 1600.65, 1605.00, 1606.00, 1564.05, 1580.00, 1590.95, 1585.90, 250106, 3966.43, 29186, 160510, 64.18
LTTS, EQ, 10-Jul-2019, 1656.40, 1671.90, 1671.90, 1632.00, 1667.90, 1663.90, 1645.64, 39356, 647.66, 6502, 18791, 47.75
LUMAXIND, EQ, 10-Jul-2019, 1241.95, 1242.75, 1244.90, 1211.20, 1225.00, 1227.50, 1232.30, 1622, 19.99, 312, 595, 36.68
LUMAXTECH, EQ, 10-Jul-2019, 102.35, 101.00, 103.80, 101.00, 101.50, 102.35, 102.43, 3531, 3.62, 210, 2235, 63.30
LUPIN, EQ, 10-Jul-2019, 751.05, 755.25, 762.00, 748.00, 761.90, 760.15, 756.71, 1594455, 12065.35, 37426, 586733, 36.80
LUXIND, EQ, 10-Jul-2019, 1167.55, 1166.20, 1179.10, 1151.00, 1160.00, 1158.25, 1163.57, 47821, 556.43, 1358, 3973, 8.31
LYKALABS, EQ, 10-Jul-2019, 21.25, 21.35, 22.00, 21.10, 21.95, 21.95, 21.49, 8021, 1.72, 84, 4385, 54.67
LYPSAGEMS, EQ, 10-Jul-2019, 4.90, 4.90, 5.00, 4.85, 4.95, 4.95, 4.90, 1095, 0.05, 8, 1095, 100.00
M&M, EQ, 10-Jul-2019, 632.70, 630.00, 636.10, 619.10, 623.50, 621.65, 625.07, 2081711, 13012.13, 72976, 1067225, 51.27
M&MFIN, EQ, 10-Jul-2019, 390.90, 388.15, 392.40, 384.05, 387.00, 387.90, 387.96, 2610441, 10127.37, 24585, 381191, 14.60
M&MFIN, N2, 10-Jul-2019, 1006.85, 1006.85, 1009.00, 1006.85, 1007.90, 1007.90, 1007.42, 358, 3.61, 10, 279, 77.93
M&MFIN, N3, 10-Jul-2019, 1265.00, 1275.00, 1276.00, 1272.20, 1272.20, 1272.20, 1275.31, 217, 2.77, 7, 217, 100.00
M100, EQ, 10-Jul-2019, 17.90, 17.75, 17.92, 17.75, 17.88, 17.76, 17.81, 24796, 4.42, 124, 21303, 85.91
M14RG, MF, 10-Jul-2019, 7.30, 7.30, 7.30, 7.30, 7.30, 7.30, 7.30, 1500, 0.11, 1, 1500, 100.00
M50, EQ, 10-Jul-2019, 112.22, 116.89, 116.89, 111.31, 111.31, 111.34, 112.12, 312, 0.35, 27, 252, 80.77
MAANALU, EQ, 10-Jul-2019, 79.80, 80.85, 81.70, 78.50, 78.50, 79.10, 80.26, 1818, 1.46, 86, 1001, 55.06
MACPOWER, SM, 10-Jul-2019, 120.00, 123.10, 123.20, 112.10, 112.10, 112.10, 116.36, 4000, 4.65, 7, 2500, 62.50
MADHAV, EQ, 10-Jul-2019, 35.90, 35.00, 35.70, 33.95, 34.25, 34.25, 34.49, 1158, 0.40, 50, 717, 61.92
MADHUCON, EQ, 10-Jul-2019, 5.80, 6.05, 6.05, 5.55, 5.75, 5.75, 5.78, 15211, 0.88, 63, 14132, 92.91
MADRASFERT, EQ, 10-Jul-2019, 23.00, 22.70, 23.95, 22.60, 23.40, 23.40, 23.43, 165091, 38.69, 981, 65644, 39.76
MAGADSUGAR, EQ, 10-Jul-2019, 123.60, 123.60, 127.70, 117.45, 119.30, 118.55, 119.54, 19575, 23.40, 293, 12871, 65.75
MAGMA, EQ, 10-Jul-2019, 117.05, 116.65, 119.70, 107.00, 110.00, 108.95, 114.06, 372155, 424.47, 4513, 209796, 56.37
MAGNUM, BE, 10-Jul-2019, 4.60, 4.50, 4.80, 4.40, 4.40, 4.40, 4.52, 3326, 0.15, 30, -, -
MAHABANK, EQ, 10-Jul-2019, 16.00, 16.10, 16.60, 15.85, 16.00, 16.00, 16.19, 828567, 134.14, 2176, 345294, 41.67
MAHAPEXLTD, BE, 10-Jul-2019, 82.40, 86.40, 86.40, 86.40, 86.40, 86.40, 86.40, 5, 0.00, 1, -, -
MAHASTEEL, BE, 10-Jul-2019, 158.70, 154.00, 158.55, 150.80, 150.80, 151.40, 151.94, 9570, 14.54, 141, -, -
MAHESHWARI, EQ, 10-Jul-2019, 243.20, 235.10, 248.00, 235.10, 248.00, 246.60, 243.57, 28479, 69.37, 108, 24135, 84.75
MAHICKRA, SM, 10-Jul-2019, 60.05, 60.05, 60.05, 59.05, 59.05, 59.55, 59.55, 6000, 3.57, 2, 6000, 100.00
MAHINDCIE, EQ, 10-Jul-2019, 220.60, 221.70, 221.70, 215.10, 221.20, 219.15, 218.33, 48426, 105.73, 1579, 29763, 61.46
MAHLIFE, EQ, 10-Jul-2019, 405.00, 401.10, 419.45, 401.10, 415.00, 414.00, 412.16, 16053, 66.16, 872, 6969, 43.41
MAHLOG, EQ, 10-Jul-2019, 459.25, 460.15, 466.45, 455.40, 463.00, 464.20, 460.90, 7849, 36.18, 614, 4917, 62.64
MAHSCOOTER, EQ, 10-Jul-2019, 4359.70, 4370.00, 4400.00, 4221.00, 4240.00, 4251.40, 4317.48, 2358, 101.81, 1083, 1191, 50.51
MAHSEAMLES, EQ, 10-Jul-2019, 414.30, 413.55, 415.70, 406.10, 415.00, 413.15, 410.51, 9389, 38.54, 600, 6882, 73.30
MAITHANALL, EQ, 10-Jul-2019, 546.55, 552.00, 568.15, 547.00, 552.70, 554.90, 558.40, 8650, 48.30, 798, 4464, 51.61
MAJESCO, EQ, 10-Jul-2019, 554.25, 555.80, 571.00, 551.05, 553.50, 558.55, 561.26, 51831, 290.91, 4160, 24917, 48.07
MALUPAPER, EQ, 10-Jul-2019, 20.10, 21.45, 21.45, 20.10, 20.75, 20.45, 20.42, 3482, 0.71, 33, 3388, 97.30
MAN50ETF, EQ, 10-Jul-2019, 116.00, 116.20, 116.20, 115.50, 115.70, 115.77, 116.18, 5219, 6.06, 12, 5150, 98.68
MANAKALUCO, EQ, 10-Jul-2019, 6.00, 6.00, 6.45, 5.75, 6.00, 5.90, 6.09, 12532, 0.76, 47, 5336, 42.58
MANAKCOAT, EQ, 10-Jul-2019, 4.10, 3.95, 4.20, 3.95, 3.95, 3.95, 3.98, 92, 0.00, 8, 51, 55.43
MANAKSIA, EQ, 10-Jul-2019, 36.95, 35.70, 37.30, 35.10, 35.25, 35.30, 35.83, 14177, 5.08, 181, 12428, 87.66
MANAKSTEEL, EQ, 10-Jul-2019, 16.70, 16.75, 17.60, 16.50, 16.85, 16.50, 16.64, 2957, 0.49, 51, 1345, 45.49
MANALIPETC, EQ, 10-Jul-2019, 22.60, 22.60, 23.10, 22.55, 22.65, 22.70, 22.73, 61239, 13.92, 270, 40571, 66.25
MANAPPURAM, EQ, 10-Jul-2019, 129.90, 130.75, 132.50, 125.75, 126.90, 126.95, 128.61, 3332566, 4285.94, 14018, 495229, 14.86
MANGALAM, EQ, 10-Jul-2019, 28.90, 28.80, 29.90, 28.05, 28.90, 28.80, 28.77, 4500, 1.29, 84, 3992, 88.71
MANGCHEFER, EQ, 10-Jul-2019, 34.45, 33.50, 35.05, 33.50, 34.25, 34.35, 34.55, 15762, 5.45, 197, 7663, 48.62
MANGLMCEM, EQ, 10-Jul-2019, 241.60, 243.00, 244.05, 235.00, 236.00, 236.35, 240.82, 3900, 9.39, 303, 2647, 67.87
MANGTIMBER, BE, 10-Jul-2019, 9.90, 10.20, 10.20, 9.50, 9.50, 9.55, 9.61, 4355, 0.42, 13, -, -
MANINDS, EQ, 10-Jul-2019, 51.15, 50.60, 51.95, 50.20, 50.20, 50.25, 50.69, 41240, 20.90, 472, 21827, 52.93
MANINFRA, EQ, 10-Jul-2019, 27.40, 27.05, 28.80, 27.05, 28.00, 28.15, 27.98, 71528, 20.01, 803, 48100, 67.25
MANPASAND, EQ, 10-Jul-2019, 40.85, 38.85, 38.85, 38.85, 38.85, 38.85, 38.85, 20169, 7.84, 240, 20169, 100.00
MANUGRAPH, EQ, 10-Jul-2019, 18.90, 19.15, 19.40, 18.40, 18.65, 18.65, 18.62, 2876, 0.54, 36, 2708, 94.16
MARALOVER, EQ, 10-Jul-2019, 19.80, 19.80, 19.80, 18.65, 19.45, 19.15, 19.18, 3493, 0.67, 74, 2875, 82.31
MARATHON, EQ, 10-Jul-2019, 90.95, 91.60, 92.80, 87.55, 88.00, 88.00, 89.04, 5614, 5.00, 120, 2196, 39.12
MARICO, EQ, 10-Jul-2019, 370.40, 370.55, 374.30, 367.30, 370.10, 370.40, 371.74, 1218943, 4531.24, 21609, 615403, 50.49
MARINE, SM, 10-Jul-2019, 102.00, 101.40, 102.25, 101.25, 102.25, 102.25, 101.68, 10000, 10.17, 5, 4000, 40.00
MARKSANS, EQ, 10-Jul-2019, 19.20, 19.15, 19.40, 18.85, 19.10, 19.00, 19.08, 357884, 68.27, 1682, 157704, 44.07
MARUTI, EQ, 10-Jul-2019, 5945.45, 5959.00, 5995.00, 5900.00, 5920.00, 5927.90, 5939.74, 809385, 48075.36, 89147, 217619, 26.89
MASFIN, EQ, 10-Jul-2019, 570.10, 565.00, 577.40, 565.00, 570.00, 570.05, 571.19, 1966, 11.23, 158, 1049, 53.36
MASKINVEST, BE, 10-Jul-2019, 33.25, 34.80, 34.80, 34.80, 34.80, 34.80, 34.80, 643, 0.22, 10, -, -
MASTEK, EQ, 10-Jul-2019, 463.45, 462.05, 467.90, 457.40, 459.60, 458.80, 460.98, 21184, 97.65, 1815, 13126, 61.96
MATRIMONY, EQ, 10-Jul-2019, 616.00, 620.60, 626.40, 611.00, 611.00, 615.75, 618.56, 507, 3.14, 120, 376, 74.16
MAWANASUG, EQ, 10-Jul-2019, 43.65, 43.90, 43.95, 41.50, 41.80, 41.80, 42.46, 113520, 48.20, 921, 65842, 58.00
MAXINDIA, EQ, 10-Jul-2019, 66.40, 66.05, 66.75, 64.50, 65.00, 65.10, 65.33, 63000, 41.16, 1046, 28481, 45.21
MAXVIL, EQ, 10-Jul-2019, 41.90, 41.40, 42.05, 41.05, 41.40, 41.55, 41.51, 12405, 5.15, 182, 8116, 65.43
MAYURUNIQ, EQ, 10-Jul-2019, 269.65, 268.45, 273.45, 265.50, 267.65, 268.35, 269.03, 11345, 30.52, 470, 8224, 72.49
MAZDA, EQ, 10-Jul-2019, 398.60, 403.25, 419.50, 391.65, 398.60, 398.90, 402.27, 1265, 5.09, 168, 874, 69.09
MBECL, BE, 10-Jul-2019, 2.75, 2.70, 2.70, 2.65, 2.65, 2.65, 2.65, 59501, 1.58, 41, -, -
MBLINFRA, EQ, 10-Jul-2019, 6.75, 6.65, 6.85, 6.55, 6.65, 6.65, 6.59, 9467, 0.62, 35, 7813, 82.53
MC1RG, MF, 10-Jul-2019, 8.10, 7.75, 7.75, 7.35, 7.35, 7.35, 7.68, 30000, 2.31, 6, 30000, 100.00
MCDHOLDING, EQ, 10-Jul-2019, 18.30, 17.90, 18.50, 17.50, 17.85, 17.75, 17.78, 4056, 0.72, 64, 3460, 85.31
MCDOWELL-N, EQ, 10-Jul-2019, 568.90, 570.00, 574.85, 554.20, 560.30, 560.45, 563.61, 953559, 5374.36, 39576, 276777, 29.03
MCL, SM, 10-Jul-2019, 255.50, 262.00, 262.00, 260.00, 260.00, 260.00, 260.33, 14400, 37.49, 5, 14400, 100.00
MCLEODRUSS, EQ, 10-Jul-2019, 11.95, 11.65, 11.90, 11.40, 11.40, 11.40, 11.47, 351551, 40.34, 912, 198852, 56.56
MCX, EQ, 10-Jul-2019, 827.15, 827.15, 834.00, 812.80, 815.95, 816.05, 818.99, 183116, 1499.71, 7899, 25388, 13.86
MDL, SM, 10-Jul-2019, 23.50, 22.10, 23.25, 22.10, 23.25, 23.25, 23.21, 56000, 13.00, 17, 56000, 100.00
MEGASOFT, BE, 10-Jul-2019, 7.00, 7.05, 7.20, 6.75, 6.85, 6.85, 6.90, 11731, 0.81, 33, -, -
MEGH, EQ, 10-Jul-2019, 63.40, 63.35, 63.90, 61.70, 61.95, 61.90, 62.65, 358263, 224.45, 4182, 121669, 33.96
MELSTAR, BE, 10-Jul-2019, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 8, 0.00, 1, -, -
MENONBE, EQ, 10-Jul-2019, 74.15, 74.20, 74.20, 71.60, 73.95, 73.80, 72.73, 2965, 2.16, 152, 1898, 64.01
MEP, EQ, 10-Jul-2019, 32.95, 32.65, 33.20, 31.65, 32.30, 32.00, 32.14, 309964, 99.61, 962, 244268, 78.81
MERCATOR, EQ, 10-Jul-2019, 1.65, 1.70, 1.70, 1.60, 1.70, 1.70, 1.69, 486121, 8.24, 203, 390847, 80.40
METALFORGE, EQ, 10-Jul-2019, 8.25, 8.65, 8.65, 8.65, 8.65, 8.65, 8.65, 3527, 0.31, 21, 3527, 100.00
METKORE, BE, 10-Jul-2019, 0.45, 0.45, 0.45, 0.40, 0.40, 0.40, 0.43, 43, 0.00, 5, -, -
METROPOLIS, EQ, 10-Jul-2019, 962.30, 967.80, 1003.00, 954.95, 986.50, 994.95, 971.91, 31464, 305.80, 2433, 16795, 53.38
MFSL, EQ, 10-Jul-2019, 417.15, 414.00, 418.25, 406.40, 411.00, 410.50, 410.63, 258331, 1060.79, 7635, 57325, 22.19
MGL, EQ, 10-Jul-2019, 787.15, 792.00, 804.50, 784.50, 788.50, 790.70, 795.02, 357631, 2843.24, 18498, 113817, 31.83
MHRIL, EQ, 10-Jul-2019, 228.15, 227.00, 232.50, 226.05, 227.00, 228.40, 227.77, 10882, 24.79, 569, 6695, 61.52
MIC, BE, 10-Jul-2019, 0.75, 0.75, 0.80, 0.70, 0.75, 0.75, 0.78, 68352, 0.53, 21, -, -
MIDHANI, EQ, 10-Jul-2019, 123.25, 123.05, 124.85, 121.85, 123.05, 122.70, 122.76, 44667, 54.83, 627, 32904, 73.67
MIL, BE, 10-Jul-2019, 9.55, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 609, 0.06, 12, -, -
MINDACORP, EQ, 10-Jul-2019, 100.35, 100.50, 110.00, 100.00, 102.30, 102.75, 104.95, 167251, 175.53, 3592, 34482, 20.62
MINDAIND, EQ, 10-Jul-2019, 274.85, 277.00, 305.70, 275.50, 301.85, 301.95, 299.01, 831925, 2487.58, 21200, 115724, 13.91
MINDTECK, EQ, 10-Jul-2019, 40.85, 41.40, 41.40, 39.10, 39.10, 39.80, 40.23, 57466, 23.12, 136, 7134, 12.41
MINDTREE, EQ, 10-Jul-2019, 772.45, 770.00, 772.20, 754.35, 758.65, 758.50, 763.25, 1552925, 11852.66, 38780, 667426, 42.98
MIRCELECTR, EQ, 10-Jul-2019, 16.35, 16.10, 16.45, 15.75, 15.80, 15.95, 16.11, 70944, 11.43, 324, 56511, 79.66
MIRZAINT, EQ, 10-Jul-2019, 63.00, 63.40, 63.45, 61.15, 62.05, 62.45, 62.31, 113376, 70.65, 790, 56491, 49.83
MITCON, SM, 10-Jul-2019, 45.55, 43.30, 43.30, 43.30, 43.30, 43.30, 43.30, 2000, 0.87, 1, 2000, 100.00
MMFL, EQ, 10-Jul-2019, 455.25, 451.60, 473.00, 451.60, 460.00, 458.20, 460.58, 2434, 11.21, 442, 1463, 60.11
MMTC, EQ, 10-Jul-2019, 23.05, 23.00, 23.40, 22.50, 22.55, 22.65, 22.81, 286352, 65.32, 1185, 113449, 39.62
MOHITIND, EQ, 10-Jul-2019, 5.90, 5.90, 6.05, 5.55, 5.65, 5.65, 5.80, 539, 0.03, 33, 82, 15.21
MOHOTAIND, EQ, 10-Jul-2019, 22.85, 21.90, 22.75, 21.75, 21.75, 21.75, 21.78, 9466, 2.06, 64, 7794, 82.34
MOIL, EQ, 10-Jul-2019, 152.00, 152.00, 153.50, 150.25, 153.20, 152.30, 151.87, 85375, 129.66, 2304, 56065, 65.67
MOKSH, SM, 10-Jul-2019, 20.45, 20.00, 20.45, 20.00, 20.45, 20.20, 20.08, 18000, 3.61, 4, 18000, 100.00
MOLDTECH, EQ, 10-Jul-2019, 53.00, 53.05, 53.70, 51.05, 53.30, 53.35, 52.47, 6229, 3.27, 65, 4084, 65.56
MOLDTKPAC, EQ, 10-Jul-2019, 273.15, 272.00, 275.50, 271.00, 271.00, 271.95, 273.51, 22072, 60.37, 794, 15990, 72.44
MONSANTO, EQ, 10-Jul-2019, 2215.05, 2207.00, 2299.00, 2191.70, 2215.20, 2242.00, 2230.29, 2039, 45.48, 812, 1164, 57.09
MONTECARLO, EQ, 10-Jul-2019, 295.40, 295.00, 299.75, 292.00, 299.05, 295.00, 295.41, 2183, 6.45, 164, 1071, 49.06
MORARJEE, EQ, 10-Jul-2019, 12.00, 11.85, 12.65, 11.55, 12.45, 11.85, 12.01, 6040, 0.73, 43, 5184, 85.83
MOREPENLAB, EQ, 10-Jul-2019, 17.20, 17.35, 17.50, 17.05, 17.20, 17.15, 17.22, 208734, 35.95, 661, 113448, 54.35
MOTHERSUMI, EQ, 10-Jul-2019, 118.20, 118.55, 119.15, 117.05, 118.05, 118.15, 118.19, 3136989, 3707.64, 20943, 1044324, 33.29
MOTILALOFS, EQ, 10-Jul-2019, 674.40, 680.00, 680.00, 661.00, 665.80, 666.35, 665.14, 21278, 141.53, 2332, 11720, 55.08
MPHASIS, EQ, 10-Jul-2019, 943.00, 953.60, 954.00, 940.00, 945.00, 944.05, 945.58, 116133, 1098.13, 10656, 65176, 56.12
MPSLTD, EQ, 10-Jul-2019, 567.20, 562.70, 574.45, 558.40, 569.00, 568.15, 566.71, 2899, 16.43, 317, 1809, 62.40
MRF, EQ, 10-Jul-2019, 54571.20, 54572.00, 55400.00, 54555.55, 55130.00, 55196.90, 55078.81, 5225, 2877.87, 3251, 2230, 42.68
MRO-TEK, EQ, 10-Jul-2019, 25.80, 25.80, 25.85, 25.40, 25.40, 25.80, 25.79, 1035, 0.27, 10, 1026, 99.13
MRPL, EQ, 10-Jul-2019, 58.70, 58.75, 59.40, 58.00, 58.85, 58.55, 58.45, 230677, 134.83, 2288, 47819, 20.73
MSPL, EQ, 10-Jul-2019, 6.50, 6.90, 6.90, 6.45, 6.65, 6.60, 6.56, 1338, 0.09, 17, 806, 60.24
MSTCLTD, EQ, 10-Jul-2019, 99.35, 99.35, 100.95, 98.00, 98.05, 99.00, 99.21, 11711, 11.62, 361, 7118, 60.78
MTEDUCARE, EQ, 10-Jul-2019, 39.15, 40.50, 40.50, 38.05, 38.40, 38.50, 38.99, 24469, 9.54, 357, 14783, 60.42
MTNL, EQ, 10-Jul-2019, 8.10, 8.15, 8.20, 7.90, 7.95, 7.95, 7.99, 832092, 66.46, 1295, 466612, 56.08
MUKANDENGG, EQ, 10-Jul-2019, 15.55, 15.40, 15.60, 14.90, 15.05, 15.05, 15.25, 4263, 0.65, 47, 3200, 75.06
MUKANDLTD, EQ, 10-Jul-2019, 42.50, 41.30, 43.25, 41.30, 41.95, 42.05, 42.56, 14057, 5.98, 422, 5433, 38.65
MUKANDLTD, P1, 10-Jul-2019, 6.10, 6.00, 6.00, 6.00, 6.00, 6.00, 6.00, 5, 0.00, 1, 5, 100.00
MUKTAARTS, EQ, 10-Jul-2019, 35.85, 36.85, 37.40, 36.55, 37.05, 36.75, 36.94, 18536, 6.85, 158, 6373, 34.38
MUNJALAU, EQ, 10-Jul-2019, 39.50, 39.10, 40.05, 39.10, 39.50, 39.55, 39.60, 16659, 6.60, 244, 10419, 62.54
MUNJALSHOW, EQ, 10-Jul-2019, 146.40, 146.00, 147.15, 145.40, 145.40, 146.00, 146.34, 14098, 20.63, 170, 9358, 66.38
MURUDCERA, EQ, 10-Jul-2019, 18.30, 19.30, 19.30, 17.60, 17.95, 17.90, 17.91, 18403, 3.30, 122, 8614, 46.81
MUTHOOTCAP, EQ, 10-Jul-2019, 669.95, 668.80, 672.25, 640.00, 640.00, 642.20, 647.86, 10300, 66.73, 606, 8982, 87.20
MUTHOOTFIN, EQ, 10-Jul-2019, 614.45, 617.55, 618.95, 603.70, 607.85, 606.05, 611.41, 457917, 2799.76, 11605, 115830, 25.29
MVL, EQ, 10-Jul-2019, 0.15, 0.20, 0.20, 0.15, 0.20, 0.20, 0.19, 71045, 0.13, 35, 49965, 70.33
N100, EQ, 10-Jul-2019, 530.38, 541.00, 541.00, 522.37, 525.10, 531.91, 526.94, 15762, 83.06, 306, 14010, 88.88
NABARD, N2, 10-Jul-2019, 1141.73, 1136.50, 1143.55, 1136.50, 1143.55, 1143.55, 1138.85, 776, 8.84, 25, 525, 67.65
NACLIND, EQ, 10-Jul-2019, 28.45, 28.15, 29.80, 26.50, 26.50, 27.00, 27.82, 72729, 20.23, 470, 51554, 70.89
NAGAFERT, EQ, 10-Jul-2019, 4.85, 4.80, 4.95, 4.80, 4.95, 4.90, 4.85, 84291, 4.09, 230, 71764, 85.14
NAGAROIL, EQ, 10-Jul-2019, 0.30, 0.30, 0.30, 0.25, 0.30, 0.30, 0.28, 257427, 0.71, 79, 130553, 50.71
NAGREEKCAP, EQ, 10-Jul-2019, 8.40, 7.90, 8.95, 7.65, 8.95, 8.25, 8.21, 2925, 0.24, 21, 2645, 90.43
NAGREEKEXP, EQ, 10-Jul-2019, 18.00, 18.90, 18.95, 17.00, 18.35, 18.20, 18.21, 26750, 4.87, 47, 25269, 94.46
NAHARCAP, EQ, 10-Jul-2019, 76.25, 76.25, 78.00, 76.20, 76.20, 76.65, 77.00, 411, 0.32, 16, 313, 76.16
NAHARINDUS, EQ, 10-Jul-2019, 30.50, 30.95, 30.95, 30.00, 30.25, 30.50, 30.42, 5202, 1.58, 462, 1037, 19.93
NAHARPOLY, EQ, 10-Jul-2019, 32.50, 35.65, 35.70, 32.50, 33.80, 33.15, 34.11, 2289, 0.78, 37, 1712, 74.79
NAHARSPING, EQ, 10-Jul-2019, 66.15, 66.55, 66.55, 65.05, 65.75, 65.55, 65.89, 6681, 4.40, 116, 4534, 67.86
NATCOPHARM, EQ, 10-Jul-2019, 534.15, 538.00, 538.50, 528.05, 531.90, 532.00, 533.10, 64856, 345.75, 2163, 34004, 52.43
NATHBIOGEN, EQ, 10-Jul-2019, 406.00, 410.95, 410.95, 400.00, 400.00, 402.00, 404.79, 4213, 17.05, 184, 2300, 54.59
NATIONALUM, EQ, 10-Jul-2019, 47.80, 48.00, 48.05, 46.65, 46.65, 46.85, 47.10, 10840469, 5105.94, 17675, 3451360, 31.84
NATNLSTEEL, BE, 10-Jul-2019, 3.10, 2.95, 3.15, 2.95, 2.95, 2.95, 3.03, 601, 0.02, 9, -, -
NAUKRI, EQ, 10-Jul-2019, 2223.15, 2230.00, 2265.95, 2212.35, 2232.05, 2225.00, 2236.23, 59993, 1341.58, 9445, 22807, 38.02
NAVINFLUOR, EQ, 10-Jul-2019, 655.55, 656.00, 667.95, 645.85, 646.80, 647.30, 653.90, 23881, 156.16, 1476, 13553, 56.75
NAVKARCORP, EQ, 10-Jul-2019, 25.15, 26.35, 26.35, 23.95, 24.00, 24.15, 25.03, 303969, 76.08, 1230, 183822, 60.47
NAVNETEDUL, EQ, 10-Jul-2019, 105.15, 105.15, 108.30, 105.15, 108.20, 107.65, 106.60, 20282, 21.62, 517, 14264, 70.33
NBCC, EQ, 10-Jul-2019, 56.45, 56.10, 56.65, 54.35, 54.80, 54.85, 55.30, 5194788, 2872.71, 13187, 1165349, 22.43
NBIFIN, EQ, 10-Jul-2019, 1398.00, 1376.00, 1398.00, 1376.00, 1398.00, 1398.00, 1397.87, 179, 2.50, 6, 178, 99.44
NBVENTURES, EQ, 10-Jul-2019, 94.40, 94.90, 95.25, 92.15, 92.40, 92.55, 93.52, 98980, 92.56, 1555, 53812, 54.37
NCC, EQ, 10-Jul-2019, 93.05, 93.90, 93.90, 87.65, 89.15, 89.15, 90.04, 11404868, 10268.49, 41484, 1294965, 11.35
NCLIND, EQ, 10-Jul-2019, 127.70, 130.00, 130.00, 123.30, 124.00, 124.35, 126.18, 19161, 24.18, 539, 10094, 52.68
NDGL, EQ, 10-Jul-2019, 715.85, 682.50, 695.00, 675.00, 675.00, 679.00, 681.99, 311, 2.12, 22, 241, 77.49
NDL, EQ, 10-Jul-2019, 37.85, 37.00, 37.90, 36.25, 36.25, 36.35, 36.80, 23537, 8.66, 246, 16295, 69.23
NDTV, EQ, 10-Jul-2019, 34.60, 34.40, 34.65, 34.15, 34.60, 34.60, 34.45, 3003, 1.03, 51, 2228, 74.19
NECCLTD, EQ, 10-Jul-2019, 6.85, 6.75, 6.75, 6.55, 6.55, 6.60, 6.67, 10171, 0.68, 71, 7512, 73.86
NECLIFE, EQ, 10-Jul-2019, 13.90, 14.00, 14.20, 13.60, 13.80, 13.80, 13.84, 41501, 5.74, 291, 24987, 60.21
NELCAST, EQ, 10-Jul-2019, 45.80, 46.30, 46.95, 45.85, 45.85, 46.25, 46.44, 14687, 6.82, 210, 9703, 66.07
NELCO, EQ, 10-Jul-2019, 292.40, 293.95, 294.80, 285.10, 286.60, 286.50, 288.00, 26643, 76.73, 1138, 13740, 51.57
NEOGEN, EQ, 10-Jul-2019, 341.75, 342.00, 348.40, 336.00, 347.10, 346.30, 343.53, 29343, 100.80, 676, 18507, 63.07
NESCO, EQ, 10-Jul-2019, 548.65, 548.65, 564.95, 548.65, 560.50, 559.90, 558.74, 15137, 84.58, 912, 11344, 74.94
NESTLEIND, EQ, 10-Jul-2019, 11687.05, 11715.00, 11795.00, 11530.00, 11540.00, 11550.45, 11634.89, 44237, 5146.92, 12183, 23420, 52.94
NETWORK18, EQ, 10-Jul-2019, 25.30, 25.05, 25.70, 24.30, 24.35, 24.45, 24.85, 154717, 38.44, 1114, 96197, 62.18
NEULANDLAB, EQ, 10-Jul-2019, 552.70, 543.90, 555.60, 507.00, 522.00, 518.50, 523.64, 33329, 174.52, 2372, 13286, 39.86
NEWGEN, EQ, 10-Jul-2019, 298.70, 300.00, 300.00, 290.65, 293.00, 292.05, 293.17, 7547, 22.13, 457, 5025, 66.58
NEXTMEDIA, EQ, 10-Jul-2019, 14.00, 13.95, 13.95, 12.80, 12.90, 13.25, 13.37, 3565, 0.48, 49, 2469, 69.26
NFL, EQ, 10-Jul-2019, 34.55, 34.25, 35.40, 34.25, 35.30, 35.15, 35.06, 346727, 121.55, 1825, 97412, 28.09
NH, EQ, 10-Jul-2019, 227.15, 228.00, 230.00, 225.00, 225.00, 225.05, 227.24, 243137, 552.52, 427, 241371, 99.27
NHAI, N1, 10-Jul-2019, 1114.03, 1118.00, 1118.00, 1112.00, 1117.00, 1117.00, 1117.32, 1111, 12.41, 16, 1111, 100.00
